customerid,recency,frequency,monetary,R,F,M,RFMgroup,RFMScore,loyalty
14789.0,-2,6,197.64000000000001,2,4,4,244,10,Silver
14790.0,-14,46,745.0600000000001,1,2,2,122,5,Platinum
14792.0,33,2,6.2,3,4,4,344,11,Bronze
14793.0,-9,14,228.99,2,4,4,244,10,Silver
14794.0,-28,80,1319.91,1,2,2,122,5,Platinum
14795.0,136,6,131.45,4,4,4,444,12,Bronze
14796.0,-29,1141,8022.49,1,1,1,111,3,Platinum
14798.0,22,12,173.74,3,4,4,344,11,Bronze
14799.0,21,13,157.70000000000002,3,4,4,344,11,Bronze
14800.0,17,385,4339.74,2,1,1,211,4,Platinum
14801.0,31,59,193.13999999999996,3,2,4,324,9,Silver
14803.0,132,44,845.55,4,2,2,422,8,Gold
14804.0,-22,12,353.27,1,4,3,143,8,Gold
14805.0,-15,47,554.6500000000001,1,2,3,123,6,Gold
14806.0,45,11,193.39,3,4,4,344,11,Bronze
14808.0,9,235,2741.17,2,1,1,211,4,Platinum
14810.0,10,255,2087.88,2,1,1,211,4,Platinum
14813.0,339,30,155.42999999999998,4,3,4,434,11,Bronze
14815.0,6,53,778.5,2,2,2,222,6,Gold
14816.0,167,4,271.85,4,4,4,444,12,Bronze
14817.0,170,63,1110.3400000000001,4,2,2,422,8,Gold
14818.0,43,48,657.8,3,2,2,322,7,Gold
14819.0,34,13,272.07,3,4,4,344,11,Bronze
14820.0,-9,29,507.28999999999996,2,3,3,233,8,Gold
14821.0,336,2,48.800000000000004,4,4,4,444,12,Bronze
14823.0,150,70,321.42999999999995,4,2,3,423,9,Silver
14824.0,-20,29,1127.7100000000003,1,3,2,132,6,Gold
14825.0,-27,121,2226.9100000000003,1,1,1,111,3,Platinum
14828.0,166,17,2139.76,4,4,1,441,9,Silver
14829.0,-1,42,697.55,2,2,2,222,6,Gold
14830.0,23,40,197.13,3,3,4,334,10,Silver
14834.0,-13,67,1720.3,1,2,1,121,4,Platinum
14836.0,-20,6,102.44999999999999,1,4,4,144,9,Silver
14837.0,59,108,1649.5000000000002,3,1,1,311,5,Platinum
14840.0,237,4,62.85,4,4,4,444,12,Bronze
14841.0,23,138,3295.7599999999998,3,1,1,311,5,Platinum
14842.0,13,145,2824.6899999999996,2,1,1,211,4,Platinum
14844.0,33,130,3189.8100000000004,3,1,1,311,5,Platinum
14847.0,118,13,309.4,4,4,3,443,11,Bronze
14849.0,-9,388,7930.54,2,1,1,211,4,Platinum
14850.0,281,21,325.75,4,3,3,433,10,Silver
14851.0,-7,28,511.3499999999999,2,3,3,233,8,Gold
14852.0,28,143,2836.69,3,1,1,311,5,Platinum
14853.0,-6,9,475.79999999999995,2,4,3,243,9,Silver
14854.0,48,127,2759.8300000000004,3,1,1,311,5,Platinum
14855.0,89,20,645.65,3,3,3,333,9,Silver
14856.0,6,66,1311.38,2,2,2,222,6,Gold
14857.0,29,60,1173.12,3,2,2,322,7,Gold
14859.0,-18,58,1353.74,1,2,2,122,5,Platinum
14860.0,-11,11,170.32,2,4,4,244,10,Silver
14861.0,22,6,125.79000000000002,3,4,4,344,11,Bronze
14862.0,-5,48,841.2,2,2,2,222,6,Gold
14863.0,-1,11,266.76,2,4,4,244,10,Silver
14865.0,-23,4,52.2,1,4,4,144,9,Silver
14866.0,-20,99,14389.900000000001,1,2,1,121,4,Platinum
14867.0,155,36,710.28,4,3,2,432,9,Silver
14868.0,-27,144,2953.59,1,1,1,111,3,Platinum
14869.0,-22,71,725.7,1,2,2,122,5,Platinum
14870.0,231,13,327.24999999999994,4,4,3,443,11,Bronze
14871.0,-27,98,522.38,1,2,3,123,6,Gold
14873.0,180,28,519.6800000000001,4,3,3,433,10,Silver
14875.0,77,47,1465.3199999999997,3,2,2,322,7,Gold
14878.0,-18,124,1485.5400000000002,1,1,2,112,4,Platinum
14880.0,47,47,706.1900000000002,3,2,2,322,7,Gold
14881.0,-11,17,255.4,2,4,4,244,10,Silver
14882.0,-4,11,589.7,2,4,3,243,9,Silver
14883.0,-12,53,761.5899999999999,2,2,2,222,6,Gold
14885.0,101,15,765.3199999999999,3,4,2,342,9,Silver
14886.0,222,18,364.79999999999995,4,3,3,433,10,Silver
14887.0,49,6,1862.0,3,4,1,341,8,Gold
14888.0,177,20,369.2,4,3,3,433,10,Silver
14889.0,306,10,135.9,4,4,4,444,12,Bronze
14890.0,223,7,125.65,4,4,4,444,12,Bronze
14891.0,118,33,554.38,4,3,3,433,10,Silver
14893.0,-21,73,1237.8500000000001,1,2,2,122,5,Platinum
14894.0,55,23,655.7499999999999,3,3,2,332,8,Gold
14895.0,-23,498,11138.71,1,1,1,111,3,Platinum
14896.0,174,43,468.77000000000004,4,2,3,423,9,Silver
14897.0,-23,55,1366.38,1,2,2,122,5,Platinum
14898.0,-7,116,1303.52,2,1,2,212,5,Platinum
14901.0,-19,96,1421.29,1,2,2,122,5,Platinum
14902.0,-5,20,332.66,2,3,3,233,8,Gold
14903.0,-9,355,2810.63,2,1,1,211,4,Platinum
14904.0,-28,69,1025.44,1,2,2,122,5,Platinum
14905.0,127,17,616.15,4,4,3,443,11,Bronze
14907.0,-27,165,3501.1000000000004,1,1,1,111,3,Platinum
14908.0,44,9,277.79999999999995,3,4,4,344,11,Bronze
14910.0,-28,30,434.35,1,3,3,133,7,Gold
14913.0,5,87,1227.43,2,2,2,222,6,Gold
14915.0,61,12,307.48,3,4,3,343,10,Silver
14916.0,40,77,1268.98,3,2,2,322,7,Gold
14918.0,85,45,1610.1499999999996,3,2,1,321,6,Gold
14920.0,182,57,977.77,4,2,2,422,8,Gold
14921.0,0,78,1316.0700000000002,2,2,2,222,6,Gold
14923.0,20,44,749.1,2,2,2,222,6,Gold
14924.0,215,10,310.05,4,4,3,443,11,Bronze
14929.0,2,11,223.88,2,4,4,244,10,Silver
14944.0,-1,170,5900.25,2,1,1,211,4,Platinum
14946.0,-16,3,100.9,1,4,4,144,9,Silver
14947.0,42,14,290.82000000000005,3,4,4,344,11,Bronze
14948.0,-7,63,1101.97,2,2,2,222,6,Gold
14950.0,-11,19,371.2,2,3,3,233,8,Gold
14951.0,49,20,311.69000000000005,3,3,3,333,9,Silver
14952.0,29,138,8099.489999999999,3,1,1,311,5,Platinum
14953.0,-5,55,289.82000000000005,2,2,4,224,8,Gold
14954.0,-18,85,336.16999999999996,1,2,3,123,6,Gold
14957.0,223,12,58.49,4,4,4,444,12,Bronze
14958.0,117,42,499.68,4,2,3,423,9,Silver
14959.0,34,59,695.4199999999998,3,2,2,322,7,Gold
14960.0,-22,27,221.26999999999998,1,3,4,134,8,Gold
14961.0,-20,312,7044.68,1,1,1,111,3,Platinum
14962.0,240,5,126.70000000000002,4,4,4,444,12,Bronze
14963.0,-21,198,1487.8,1,1,2,112,4,Platinum
14964.0,217,13,206.21,4,4,4,444,12,Bronze
14965.0,66,83,599.0,3,2,3,323,8,Gold
14966.0,-16,38,191.32,1,3,4,134,8,Gold
14967.0,19,6,463.8,2,4,3,243,9,Silver
14968.0,0,37,147.59000000000003,2,3,4,234,9,Silver
14970.0,38,34,1592.06,3,3,1,331,7,Gold
14971.0,5,160,1116.5700000000002,2,1,2,212,5,Platinum
14972.0,98,18,114.77,3,3,4,334,10,Silver
14973.0,77,32,1314.4499999999998,3,3,2,332,8,Gold
14974.0,7,21,114.39,2,3,4,234,9,Silver
14975.0,27,11,279.94,3,4,4,344,11,Bronze
14976.0,27,72,790.86,3,2,2,322,7,Gold
14978.0,42,216,1931.42,3,1,1,311,5,Platinum
14981.0,216,8,102.12,4,4,4,444,12,Bronze
14984.0,-11,41,213.27,2,3,4,234,9,Silver
14985.0,168,87,296.75,4,2,4,424,10,Silver
14987.0,-15,4,326.4,1,4,3,143,8,Gold
14988.0,181,40,334.53999999999996,4,3,3,433,10,Silver
14995.0,8,61,233.23000000000002,2,2,4,224,8,Gold
14997.0,16,26,546.2,2,3,3,233,8,Gold
14998.0,140,75,429.87,4,2,3,423,9,Silver
15000.0,17,77,490.52000000000004,2,2,3,223,7,Gold
15002.0,85,115,1641.7599999999998,3,1,1,311,5,Platinum
15004.0,117,158,1246.3200000000002,4,1,2,412,7,Gold
15005.0,-15,1119,6316.57,1,1,1,111,3,Platinum
15006.0,21,144,502.09000000000003,3,1,3,313,7,Gold
15007.0,129,12,156.91000000000003,4,4,4,444,12,Bronze
15009.0,-18,182,1261.78,1,1,2,112,4,Platinum
15010.0,5,20,308.94,2,3,3,233,8,Gold
15012.0,23,128,423.04,3,1,3,313,7,Gold
15014.0,13,35,260.17,2,3,4,234,9,Silver
15016.0,142,20,170.04,4,3,4,434,11,Bronze
15017.0,3,20,125.58000000000001,2,3,4,234,9,Silver
15018.0,8,31,496.21,2,3,3,233,8,Gold
15019.0,236,70,265.99999999999994,4,2,4,424,10,Silver
15021.0,-22,472,1914.8200000000002,1,1,1,111,3,Platinum
15022.0,-19,135,905.0400000000001,1,1,2,112,4,Platinum
15023.0,-27,562,6802.76,1,1,1,111,3,Platinum
15024.0,-21,155,1661.33,1,1,1,111,3,Platinum
15025.0,3,72,377.01,2,2,3,223,7,Gold
15026.0,50,61,469.0,3,2,3,323,8,Gold
15027.0,0,35,1066.15,2,3,2,232,7,Gold
15028.0,-22,48,627.1300000000001,1,2,3,123,6,Gold
15030.0,41,7,518.28,3,4,3,343,10,Silver
15031.0,-26,111,668.1400000000001,1,1,2,112,4,Platinum
15032.0,226,52,4959.1,4,2,1,421,7,Gold
15033.0,-26,510,2586.67,1,1,1,111,3,Platinum
15034.0,-15,394,4308.610000000001,1,1,1,111,3,Platinum
15035.0,59,27,252.73000000000002,3,3,4,334,10,Silver
15036.0,42,127,465.5499999999999,3,1,3,313,7,Gold
15038.0,28,130,705.49,3,1,2,312,6,Gold
15039.0,-21,1502,19914.44,1,1,1,111,3,Platinum
15041.0,140,67,180.35000000000002,4,2,4,424,10,Silver
15042.0,169,5,135.93,4,4,4,444,12,Bronze
15043.0,1,3,537.0,2,4,3,243,9,Silver
15044.0,-11,453,7700.23,2,1,1,211,4,Platinum
15045.0,121,12,735.6600000000001,4,4,2,442,10,Silver
15046.0,-21,206,5213.7699999999995,1,1,1,111,3,Platinum
15047.0,239,22,343.61999999999995,4,3,3,433,10,Silver
15048.0,35,97,384.05,3,2,3,323,8,Gold
15049.0,243,3,121.17000000000002,4,4,4,444,12,Bronze
15050.0,-5,78,1782.09,2,2,1,221,5,Platinum
15051.0,-7,143,1391.6100000000001,2,1,2,212,5,Platinum
15052.0,289,30,215.78,4,3,4,434,11,Bronze
15053.0,-26,71,697.7900000000001,1,2,2,122,5,Platinum
15054.0,-18,114,302.1,1,1,3,113,5,Platinum
15057.0,245,25,1489.5,4,3,2,432,9,Silver
15058.0,-5,276,2124.9900000000002,2,1,1,211,4,Platinum
15059.0,10,237,1337.7199999999998,2,1,2,212,5,Platinum
15060.0,-22,121,303.09000000000003,1,1,3,113,5,Platinum
15061.0,-27,403,54534.14,1,1,1,111,3,Platinum
15062.0,41,57,987.86,3,2,2,322,7,Gold
15063.0,183,5,370.79999999999995,4,4,3,443,11,Bronze
15065.0,7,155,3158.13,2,1,1,211,4,Platinum
15066.0,23,42,893.59,3,2,2,322,7,Gold
15067.0,48,82,1744.76,3,2,1,321,6,Gold
15068.0,16,104,553.36,2,1,3,213,6,Gold
15069.0,149,70,1109.5300000000002,4,2,2,422,8,Gold
15070.0,342,1,106.2,4,4,4,444,12,Bronze
15071.0,63,26,982.07,3,3,2,332,8,Gold
15073.0,-21,54,1043.4099999999999,1,2,2,122,5,Platinum
15074.0,75,42,748.87,3,2,2,322,7,Gold
15075.0,47,27,773.03,3,3,2,332,8,Gold
15076.0,142,49,880.8499999999999,4,2,2,422,8,Gold
15078.0,-23,440,9743.11,1,1,1,111,3,Platinum
15079.0,182,47,895.61,4,2,2,422,8,Gold
15081.0,-8,33,504.79999999999995,2,3,3,233,8,Gold
15083.0,226,5,88.19999999999999,4,4,4,444,12,Bronze
15087.0,251,15,306.94,4,4,3,443,11,Bronze
15088.0,-9,57,1160.0699999999997,2,2,2,222,6,Gold
15089.0,-20,145,2420.84,1,1,1,111,3,Platinum
15090.0,278,23,381.32,4,3,3,433,10,Silver
15091.0,37,30,480.71,3,3,3,333,9,Silver
15092.0,185,26,457.80999999999995,4,3,3,433,10,Silver
15093.0,-12,108,4597.0199999999995,2,1,1,211,4,Platinum
15095.0,73,47,1370.6,3,2,2,322,7,Gold
15096.0,12,11,219.39,2,4,4,244,10,Silver
15097.0,-26,25,248.07999999999998,1,3,4,134,8,Gold
15098.0,152,3,39916.5,4,4,1,441,9,Silver
15099.0,54,23,410.48,3,3,3,333,9,Silver
15100.0,303,3,876.0,4,4,2,442,10,Silver
15101.0,-22,8,317.53,1,4,3,143,8,Gold
15103.0,1,35,703.3599999999999,2,3,2,232,7,Gold
15104.0,166,69,1027.44,4,2,2,422,8,Gold
15105.0,-12,101,2298.9300000000003,2,1,1,211,4,Platinum
15106.0,-13,100,1422.52,1,1,2,112,4,Platinum
15107.0,281,17,319.5,4,4,3,443,11,Bronze
15109.0,215,28,484.9500000000001,4,3,3,433,10,Silver
15110.0,-7,35,996.1,2,3,2,232,7,Gold
15111.0,-1,84,1567.4799999999998,2,2,2,222,6,Gold
15113.0,-21,100,3609.3299999999995,1,1,1,111,3,Platinum
15114.0,0,197,2760.5599999999995,2,1,1,211,4,Platinum
15115.0,-12,21,340.11,2,3,3,233,8,Gold
15116.0,-13,45,1352.75,1,2,2,122,5,Platinum
15117.0,-16,79,1551.7800000000002,1,2,2,122,5,Platinum
15118.0,104,1,244.8,3,4,4,344,11,Bronze
15119.0,215,14,266.4,4,4,4,444,12,Bronze
15120.0,103,21,358.8199999999999,3,3,3,333,9,Silver
15121.0,20,28,457.72,2,3,3,233,8,Gold
15122.0,84,82,1633.7799999999997,3,2,1,321,6,Gold
15123.0,-23,106,2199.3100000000004,1,1,1,111,3,Platinum
15124.0,-8,15,184.19000000000003,2,4,4,244,10,Silver
15125.0,-5,127,11528.480000000001,2,1,1,211,4,Platinum
15127.0,35,16,406.53000000000003,3,4,3,343,10,Silver
15128.0,30,102,1471.0,3,1,2,312,6,Gold
15129.0,20,84,3447.4,2,2,1,221,5,Platinum
15130.0,139,22,330.11000000000007,4,3,3,433,10,Silver
15132.0,-12,52,977.93,2,2,2,222,6,Gold
15133.0,97,29,982.4199999999998,3,3,2,332,8,Gold
15134.0,-16,73,1387.99,1,2,2,122,5,Platinum
15135.0,209,9,139.04999999999998,4,4,4,444,12,Bronze
15136.0,-28,68,1286.7000000000003,1,2,2,122,5,Platinum
15139.0,209,13,178.96,4,4,4,444,12,Bronze
15140.0,22,80,2354.25,3,2,1,321,6,Gold
15142.0,16,26,498.74000000000007,2,3,3,233,8,Gold
15143.0,195,14,259.45,4,4,4,444,12,Bronze
15144.0,-22,217,6580.4400000000005,1,1,1,111,3,Platinum
15145.0,-26,67,1194.7300000000002,1,2,2,122,5,Platinum
15146.0,134,91,1327.16,4,2,2,422,8,Gold
15147.0,210,28,623.5,4,3,3,433,10,Silver
15148.0,-20,20,301.29,1,3,3,133,7,Gold
15149.0,103,23,520.8,3,3,3,333,9,Silver
15150.0,-13,343,5314.469999999999,1,1,1,111,3,Platinum
15152.0,-21,271,4745.6900000000005,1,1,1,111,3,Platinum
15153.0,1,22,329.25,2,3,3,233,8,Gold
15154.0,45,85,296.42,3,2,4,324,9,Silver
15156.0,-29,55,961.4899999999999,1,2,2,122,5,Platinum
15157.0,-27,125,1936.0700000000004,1,1,1,111,3,Platinum
15158.0,15,7,401.4000000000001,2,4,3,243,9,Silver
15159.0,-29,710,18641.010000000002,1,1,1,111,3,Platinum
15160.0,327,4,158.16000000000003,4,4,4,444,12,Bronze
15163.0,-12,29,304.4699999999999,2,3,3,233,8,Gold
15164.0,38,103,843.0499999999998,3,1,2,312,6,Gold
15165.0,343,27,487.75,4,3,3,433,10,Silver
15167.0,290,41,163.00000000000003,4,3,4,434,11,Bronze
15168.0,-5,5,106.56,2,4,4,244,10,Silver
15171.0,301,5,1289.5,4,4,2,442,10,Silver
15172.0,-22,110,1624.05,1,1,1,111,3,Platinum
15174.0,292,11,135.75,4,4,4,444,12,Bronze
15175.0,41,23,224.14000000000004,3,3,4,334,10,Silver
15178.0,230,3,40.5,4,4,4,444,12,Bronze
15179.0,-12,93,2206.9500000000003,2,2,1,221,5,Platinum
15180.0,337,6,87.5,4,4,4,444,12,Bronze
15181.0,36,16,689.48,3,4,2,342,9,Silver
15182.0,124,29,622.8499999999998,4,3,3,433,10,Silver
15184.0,-1,63,406.76,2,2,3,223,7,Gold
15185.0,40,21,310.62,3,3,3,333,9,Silver
15186.0,-16,19,411.41,1,3,3,133,7,Gold
15187.0,-29,91,4777.180000000001,1,2,1,121,4,Platinum
15189.0,-29,212,16225.390000000003,1,1,1,111,3,Platinum
15192.0,89,51,1044.3200000000002,3,2,2,322,7,Gold
15193.0,30,19,499.31999999999994,3,3,3,333,9,Silver
15194.0,-27,310,7616.530000000001,1,1,1,111,3,Platinum
15195.0,-28,1,3861.0,1,4,1,141,6,Gold
15197.0,-20,32,1079.6100000000001,1,3,2,132,6,Gold
15198.0,62,10,193.64,3,4,4,344,11,Bronze
15199.0,29,13,1268.6999999999998,3,4,2,342,9,Silver
15201.0,57,69,1236.54,3,2,2,322,7,Gold
15203.0,-5,142,1827.8,2,1,1,211,4,Platinum
15204.0,327,9,316.58,4,4,3,443,11,Bronze
15205.0,55,37,653.24,3,3,2,332,8,Gold
15206.0,-20,9,420.3,1,4,3,143,8,Gold
15208.0,-29,42,870.12,1,2,2,122,5,Platinum
15210.0,195,20,331.18,4,3,3,433,10,Silver
15211.0,30,52,894.41,3,2,2,322,7,Gold
15212.0,211,5,101.79999999999998,4,4,4,444,12,Bronze
15213.0,288,24,328.35,4,3,3,433,10,Silver
15214.0,-29,110,1661.44,1,1,1,111,3,Platinum
15215.0,16,35,734.9399999999999,2,3,2,232,7,Gold
15216.0,57,2,96.6,3,4,4,344,11,Bronze
15218.0,-20,166,5756.89,1,1,1,111,3,Platinum
15219.0,146,9,305.75,4,4,3,443,11,Bronze
15220.0,21,117,1778.9599999999996,3,1,1,311,5,Platinum
15221.0,336,5,403.25,4,4,3,443,11,Bronze
15222.0,288,5,585.0,4,4,3,443,11,Bronze
15223.0,195,20,755.75,4,3,2,432,9,Silver
15224.0,328,14,322.0799999999999,4,4,3,443,11,Bronze
15225.0,204,23,409.4000000000001,4,3,3,433,10,Silver
15226.0,280,8,154.41,4,4,4,444,12,Bronze
15227.0,6,58,1219.4,2,2,2,222,6,Gold
15228.0,36,125,3386.71,3,1,1,311,5,Platinum
15230.0,209,23,429.6,4,3,3,433,10,Silver
15232.0,83,31,612.0600000000001,3,3,3,333,9,Silver
15234.0,246,14,197.00000000000006,4,4,4,444,12,Bronze
15235.0,187,143,2247.51,4,1,1,411,6,Gold
15236.0,268,15,321.04999999999995,4,4,3,443,11,Bronze
15237.0,-29,99,1412.3200000000002,1,2,2,122,5,Platinum
15238.0,-1,50,1071.99,2,2,2,222,6,Gold
15239.0,-20,49,780.59,1,2,2,122,5,Platinum
15240.0,14,78,1706.57,2,2,1,221,5,Platinum
15241.0,36,110,1756.44,3,1,1,311,5,Platinum
15243.0,44,22,316.68,3,3,3,333,9,Silver
15244.0,35,34,631.5699999999999,3,3,3,333,9,Silver
15245.0,104,89,2515.84,3,2,1,321,6,Gold
15246.0,208,33,514.15,4,3,3,433,10,Silver
15247.0,92,6,356.0,3,4,3,343,10,Silver
15249.0,1,350,6688.459999999999,2,1,1,211,4,Platinum
15251.0,-21,111,10484.99,1,1,1,111,3,Platinum
15252.0,6,44,740.78,2,2,2,222,6,Gold
15253.0,-14,53,918.1999999999998,1,2,2,122,5,Platinum
15254.0,97,18,300.36000000000007,3,3,3,333,9,Silver
15255.0,36,47,890.85,3,2,2,322,7,Gold
15256.0,118,6,98.45,4,4,4,444,12,Bronze
15257.0,253,7,317.15,4,4,3,443,11,Bronze
15258.0,138,34,623.1600000000001,4,3,3,433,10,Silver
15260.0,70,77,1810.77,3,2,1,321,6,Gold
15261.0,105,19,254.81999999999996,3,3,4,334,10,Silver
15262.0,293,10,178.95000000000002,4,4,4,444,12,Bronze
15263.0,76,12,156.50999999999996,3,4,4,344,11,Bronze
15264.0,34,23,393.7400000000001,3,3,3,333,9,Silver
15265.0,121,82,1506.12,4,2,2,422,8,Gold
15266.0,308,6,119.30000000000001,4,4,4,444,12,Bronze
15267.0,-8,11,1717.36,2,4,1,241,7,Gold
15269.0,-7,2,408.8,2,4,3,243,9,Silver
15270.0,-15,41,2379.49,1,3,1,131,5,Platinum
15271.0,-23,274,2507.07,1,1,1,111,3,Platinum
15272.0,27,63,721.94,3,2,2,322,7,Gold
15274.0,-26,47,716.57,1,2,2,122,5,Platinum
15275.0,7,41,615.14,2,3,3,233,8,Gold
15276.0,36,52,135.31,3,2,4,324,9,Silver
15277.0,16,12,255.89999999999998,2,4,4,244,10,Silver
15279.0,324,19,290.51,4,3,4,434,11,Bronze
15280.0,142,16,113.12,4,4,4,444,12,Bronze
15281.0,28,139,2332.1499999999996,3,1,1,311,5,Platinum
15286.0,19,3,240.55,2,4,4,244,10,Silver
15287.0,-8,20,486.69,2,3,3,233,8,Gold
15288.0,13,88,2306.5200000000004,2,2,1,221,5,Platinum
15289.0,-1,58,939.78,2,2,2,222,6,Gold
15290.0,-26,204,7943.219999999999,1,1,1,111,3,Platinum
15291.0,-5,103,4668.300000000001,2,1,1,211,4,Platinum
15292.0,171,25,180.94,4,3,4,434,11,Bronze
15296.0,20,194,3672.8599999999997,2,1,1,211,4,Platinum
15297.0,-20,39,641.94,1,3,3,133,7,Gold
15298.0,-28,192,4799.9,1,1,1,111,3,Platinum
15299.0,37,7,4507.01,3,4,1,341,8,Gold
15300.0,34,28,496.43999999999994,3,3,3,333,9,Silver
15301.0,20,243,5070.349999999999,2,1,1,211,4,Platinum
15303.0,260,31,574.02,4,3,3,433,10,Silver
15304.0,30,23,694.4000000000002,3,3,2,332,8,Gold
15306.0,34,58,1174.35,3,2,2,322,7,Gold
15307.0,65,12,205.3,3,4,4,344,11,Bronze
15308.0,244,19,310.46999999999997,4,3,3,433,10,Silver
15311.0,-30,2379,60767.899999999994,1,1,1,111,3,Platinum
15312.0,45,47,924.85,3,2,2,322,7,Gold
15313.0,80,1,52.0,3,4,4,344,11,Bronze
15314.0,169,24,327.96999999999997,4,3,3,433,10,Silver
15315.0,34,37,570.5000000000001,3,3,3,333,9,Silver
15316.0,296,1,165.0,4,4,4,444,12,Bronze
15318.0,-27,33,312.62,1,3,3,133,7,Gold
15319.0,253,16,204.5,4,4,4,444,12,Bronze
15320.0,14,36,267.13000000000005,2,3,4,234,9,Silver
15321.0,40,95,2748.3100000000004,3,2,1,321,6,Gold
15322.0,55,42,679.68,3,2,2,322,7,Gold
15325.0,73,49,162.29000000000002,3,2,4,324,9,Silver
15326.0,303,29,311.7099999999999,4,3,3,433,10,Silver
15327.0,22,10,208.75,3,4,4,344,11,Bronze
15329.0,9,57,1049.7,2,2,2,222,6,Gold
15330.0,2,13,714.9599999999999,2,4,2,242,8,Gold
15333.0,178,16,1028.56,4,4,2,442,10,Silver
15334.0,126,99,351.67,4,2,3,423,9,Silver
15335.0,23,36,173.97,3,3,4,334,10,Silver
15339.0,36,86,574.0699999999999,3,2,3,323,8,Gold
15341.0,50,17,2020.52,3,4,1,341,8,Gold
15342.0,99,24,406.09,3,3,3,333,9,Silver
15343.0,57,21,364.5,3,3,3,333,9,Silver
15344.0,-30,26,563.9399999999999,1,3,3,133,7,Gold
15345.0,15,20,393.53999999999996,2,3,3,233,8,Gold
15346.0,302,17,252.42000000000002,4,4,4,444,12,Bronze
15347.0,336,5,201.59999999999997,4,4,4,444,12,Bronze
15348.0,42,9,158.04,3,4,4,344,11,Bronze
15349.0,128,72,473.80999999999995,4,2,3,423,9,Silver
15350.0,343,5,115.65,4,4,4,444,12,Bronze
15351.0,-18,225,1960.11,1,1,1,111,3,Platinum
15353.0,224,63,777.0200000000002,4,2,2,422,8,Gold
15355.0,-1,14,277.05000000000007,2,4,4,244,10,Silver
15356.0,1,519,2766.5,2,1,1,211,4,Platinum
15358.0,-26,551,8347.2,1,1,1,111,3,Platinum
15360.0,9,13,427.92999999999995,2,4,3,243,9,Silver
15361.0,331,7,418.9200000000001,4,4,3,443,11,Bronze
15363.0,342,16,326.0,4,4,3,443,11,Bronze
15364.0,65,29,913.1900000000002,3,3,2,332,8,Gold
15365.0,-5,114,2314.32,2,1,1,211,4,Platinum
15366.0,45,44,602.5100000000001,3,2,3,323,8,Gold
15367.0,27,95,1877.5900000000004,3,2,1,321,6,Gold
15368.0,-9,4,446.94000000000005,2,4,3,243,9,Silver
15370.0,10,94,2386.05,2,2,1,221,5,Platinum
15372.0,107,27,2007.4,3,3,1,331,7,Gold
15373.0,-22,132,2415.9100000000003,1,1,1,111,3,Platinum
15374.0,98,3,168.0,3,4,4,344,11,Bronze
15376.0,10,117,1233.3599999999997,2,1,2,212,5,Platinum
15379.0,139,194,3703.29,4,1,1,411,6,Gold
15380.0,-22,36,1690.26,1,3,1,131,5,Platinum
15381.0,183,8,596.85,4,4,3,443,11,Bronze
15382.0,-16,302,5955.709999999999,1,1,1,111,3,Platinum
15384.0,139,41,642.41,4,3,3,433,10,Silver
15385.0,10,12,316.88,2,4,3,243,9,Silver
15386.0,156,31,394.14,4,3,3,433,10,Silver
15389.0,142,1,500.0,4,4,3,443,11,Bronze
15392.0,-26,84,1535.53,1,2,2,122,5,Platinum
15393.0,-14,12,231.86,1,4,4,144,9,Silver
15394.0,-21,85,2183.5400000000004,1,2,1,121,4,Platinum
15395.0,295,7,107.45000000000002,4,4,4,444,12,Bronze
15396.0,82,14,288.17999999999995,3,4,4,344,11,Bronze
15397.0,259,6,94.0,4,4,4,444,12,Bronze
15398.0,-14,73,1345.5300000000002,1,2,2,122,5,Platinum
15399.0,-29,50,815.77,1,2,2,122,5,Platinum
15400.0,62,12,716.2,3,4,2,342,9,Silver
15402.0,118,42,626.77,4,2,3,423,9,Silver
15405.0,159,8,349.1,4,4,3,443,11,Bronze
15406.0,1,53,510.71000000000004,2,2,3,223,7,Gold
15407.0,3,153,1056.44,2,1,2,212,5,Platinum
15408.0,234,34,267.18,4,3,4,434,11,Bronze
15410.0,54,122,3450.8400000000006,3,1,1,311,5,Platinum
15411.0,-4,99,1358.88,2,2,2,222,6,Gold
15412.0,141,10,190.53,4,4,4,444,12,Bronze
15414.0,-21,39,774.9,1,3,2,132,6,Gold
15415.0,283,48,572.81,4,2,3,423,9,Silver
15416.0,34,192,3984.3199999999997,3,1,1,311,5,Platinum
15417.0,55,28,508.80000000000007,3,3,3,333,9,Silver
15419.0,-6,8,135.85999999999999,2,4,4,244,10,Silver
15421.0,28,53,950.36,3,2,2,322,7,Gold
15422.0,293,6,97.7,4,4,4,444,12,Bronze
15423.0,8,2,43.5,2,4,4,244,10,Silver
15424.0,224,17,383.34000000000003,4,4,3,443,11,Bronze
15426.0,-11,292,1447.3900000000003,2,1,2,212,5,Platinum
15427.0,3,306,1483.14,2,1,2,212,5,Platinum
15428.0,-15,6,93.78,1,4,4,144,9,Silver
15429.0,-4,82,397.35,2,2,3,223,7,Gold
15432.0,-7,10,171.19,2,4,4,244,10,Silver
15433.0,183,41,533.3,4,3,3,433,10,Silver
15434.0,-22,55,1041.48,1,2,2,122,5,Platinum
15435.0,-8,29,149.29000000000002,2,3,4,234,9,Silver
15436.0,-18,329,1122.5300000000002,1,1,2,112,4,Platinum
15437.0,232,45,200.16,4,2,4,424,10,Silver
15438.0,101,25,156.57999999999998,3,3,4,334,10,Silver
15440.0,24,62,383.68,3,2,3,323,8,Gold
